study id,substudy number,country,site,lat,lon,study start year,study end year,mutation,tested,present,Mixed present,authors,publication year,publication Url,title,notes,pubMedId,marker group,percentage,Mixed percentage,included or excluded
822,1,India,Karbi Anglong,26.0487,92.9099,2012,2014,dhfr 59R,22,19,19,"Jitendra Sharma , Prafulla Dutta, Siraj Ahmed Khan",2016,,Antifolate resistance associated point mutations among asymptomatic malaria cases.,Asymptomatic,27004583,dhfr 59R,86,86,
614,3,Kenya,Kombewa,-0.0428065,34.55,2008,2008,dhfr 51I,194,2,2,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 51I,100,100,
614,3,Kenya,Kombewa,-0.0428065,34.55,2008,2008,dhps 540E,194,131,131,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhps 540E,97,97,
614,3,Kenya,Kombewa,-0.0428065,34.55,2008,2008,dhfr 59R,194,43,43,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 59R,100,100,
614,3,Kenya,Kombewa,-0.0428065,34.55,2008,2008,dhfr 108N,194,164,164,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 108N,100,100,
614,3,Kenya,Kombewa,-0.0428065,34.55,2008,2008,dhps 437G,194,152,152,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhps 437G,97,97,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhfr 108N,108,58,58,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhfr 108N,54,54,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhps 540E,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhps 540E,0,0,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhps 437G,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhps 437G,0,0,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhps 437G-540E,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhps 437G-540E,0,0,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhfr 51I-59R-108N,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhfr 51I-59R-108N,0,0,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhfr 164L,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhfr 164L,0,0,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhfr N51-59R-108N,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhfr N51-59R-108N,0,0,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhps 613S,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhps 613S,0,0,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhfr 51I,108,58,58,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhfr 51I,54,54,
329,1,Yemen,Dhamar,14.5426,44.3995,2010,2010,dhfr 59R,108,0,0,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract,Genetic diversity of Plasmodium falciparum and distribution of drug resistance haplotypes in Yemen.,Unclear how mixed infections were presented,23855834,dhfr 59R,0,0,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhps 437G,97,53,79,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 437G,98,81,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhps 437A/G,97,26,26,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 437A/G,41,41,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhps 540E,97,41,79,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 540E,98,81,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhps 581G,97,0,0,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 581G,0,0,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhps 540K/E,97,38,38,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 540K/E,39,39,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhps 437G-540E,97,75,75,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhps 437G-540E,97,97,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhfr 51I-59R-108N,97,97,97,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhfr 51I-59R-108N,100,100,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhfr+dhps 51I-59R-108N-437G-540E,97,75,75,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhfr+dhps 51I-59R-108N-437G-540E,96,96,
779,6,South Africa,Mpumalanga,-29.8032,30.6367,2012,2012,dhfr 164L,97,0,0,"Raman J, Kagoro FM, Mabuza A, Malatje G, Reid A, Frean J, Barnes KI.",2019,https://pubmed.ncbi.nlm.nih.gov/31438951/,"Absence of kelch13 artemisinin resistance markers but strong selection for lumefantrine-tolerance molecular markers following 18 years of artemisinin-based combination therapy use in Mpumalanga Province, South Africa (2001-2018).",,31438951,dhfr 164L,0,0,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhfr 164L,15,0,0,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhfr 164L,18,18,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhfr 51N/I,15,1,1,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhfr 51N/I,7,7,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhps 613S,15,0,0,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhps 613S,12,12,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhps 581G,15,0,0,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhps 581G,12,12,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhfr 59R,15,1,1,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhfr 59R,53,53,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhps 540E,15,1,1,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhps 540E,47,47,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhfr 51I,15,1,2,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhfr 51I,33,13,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhfr 108N,15,1,1,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhfr 108N,53,53,
446,1,India,Delhi,28.6473,76.8131,1994,1994,dhps 437G,15,0,0,"Kumar A, Moirangthem R, Gahlawat SK, Chandra J, Gupta P, Valecha N, Anvikar A, Singh V",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26319997,Emergence of sulfadoxine-pyrimethamine resistance in Indian isolates of Plasmodium falciparum in the last two decades.,,26319997,dhps 437G,39,39,
747,1,Angola,Luanda,-8.83833,13.2344,2007,2007,dhps 581G,30,2,2,"Gama BE, Pereira-Carvalho GA, Lutucuta Kosi FJ, Almeida de Oliveira NK, Fortes F, Rosenthal PJ, do RosÃ¡rio VE, Daniel-Ribeiro CT, de FÃ¡tima Ferreira-da-Cruz M.",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21864379,"Molecular markers of antifolate resistance in Plasmodium falciparum isolates from Luanda, Angola.",,21864379,dhps 581G,7,7,
747,1,Angola,Luanda,-8.83833,13.2344,2007,2007,dhps 540E,30,3,3,"Gama BE, Pereira-Carvalho GA, Lutucuta Kosi FJ, Almeida de Oliveira NK, Fortes F, Rosenthal PJ, do RosÃ¡rio VE, Daniel-Ribeiro CT, de FÃ¡tima Ferreira-da-Cruz M.",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21864379,"Molecular markers of antifolate resistance in Plasmodium falciparum isolates from Luanda, Angola.",,21864379,dhps 540E,10,10,
747,1,Angola,Luanda,-8.83833,13.2344,2007,2007,dhfr 59R,61,35,35,"Gama BE, Pereira-Carvalho GA, Lutucuta Kosi FJ, Almeida de Oliveira NK, Fortes F, Rosenthal PJ, do RosÃ¡rio VE, Daniel-Ribeiro CT, de FÃ¡tima Ferreira-da-Cruz M.",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21864379,"Molecular markers of antifolate resistance in Plasmodium falciparum isolates from Luanda, Angola.",,21864379,dhfr 59R,57,57,
747,1,Angola,Luanda,-8.83833,13.2344,2007,2007,dhfr 51I,61,57,57,"Gama BE, Pereira-Carvalho GA, Lutucuta Kosi FJ, Almeida de Oliveira NK, Fortes F, Rosenthal PJ, do RosÃ¡rio VE, Daniel-Ribeiro CT, de FÃ¡tima Ferreira-da-Cruz M.",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21864379,"Molecular markers of antifolate resistance in Plasmodium falciparum isolates from Luanda, Angola.",,21864379,dhfr 51I,93,93,
747,1,Angola,Luanda,-8.83833,13.2344,2007,2007,dhfr 108N,61,61,61,"Gama BE, Pereira-Carvalho GA, Lutucuta Kosi FJ, Almeida de Oliveira NK, Fortes F, Rosenthal PJ, do RosÃ¡rio VE, Daniel-Ribeiro CT, de FÃ¡tima Ferreira-da-Cruz M.",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21864379,"Molecular markers of antifolate resistance in Plasmodium falciparum isolates from Luanda, Angola.",,21864379,dhfr 108N,100,100,
747,1,Angola,Luanda,-8.83833,13.2344,2007,2007,dhfr 51I-59R-108N,61,31,31,"Gama BE, Pereira-Carvalho GA, Lutucuta Kosi FJ, Almeida de Oliveira NK, Fortes F, Rosenthal PJ, do RosÃ¡rio VE, Daniel-Ribeiro CT, de FÃ¡tima Ferreira-da-Cruz M.",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21864379,"Molecular markers of antifolate resistance in Plasmodium falciparum isolates from Luanda, Angola.",,21864379,dhfr 51I-59R-108N,51,51,
747,1,Angola,Luanda,-8.83833,13.2344,2007,2007,dhps 437G,30,28,28,"Gama BE, Pereira-Carvalho GA, Lutucuta Kosi FJ, Almeida de Oliveira NK, Fortes F, Rosenthal PJ, do RosÃ¡rio VE, Daniel-Ribeiro CT, de FÃ¡tima Ferreira-da-Cruz M.",2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21864379,"Molecular markers of antifolate resistance in Plasmodium falciparum isolates from Luanda, Angola.",,21864379,dhps 437G,93,93,
750,2,Haiti,Leogane,18.5108,-72.6339,2010,2012,dhfr 108S/N,13,2,2,Tamar E Carter,2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22889367,Evaluation of dihydrofolate reductase and dihydropteroate synthetase genotypes that confer resistance to sulphadoxine-pyrimethamine in Plasmodium falciparum in Haiti.,,22889367,dhfr 108S/N,15,15,
740,1,Central African Republic,,4.36667,18.5833,2002,2005,dhps 540E,139,34,34,"Amor A, Toro C, FernÃ¡ndez-MartÃ­nez A, Baquero M, Benito A, Berzosa P.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22462737,Molecular markers in plasmodium falciparum linked to resistance to anti-malarial drugs in samples imported from Africa over an eight-year period (2002-2010): impact of the introduction of artemisinin combination therapy.,,22462737,dhps 540E,24,24,
740,1,Central African Republic,,4.36667,18.5833,2002,2005,dhps 437G,139,99,99,"Amor A, Toro C, FernÃ¡ndez-MartÃ­nez A, Baquero M, Benito A, Berzosa P.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22462737,Molecular markers in plasmodium falciparum linked to resistance to anti-malarial drugs in samples imported from Africa over an eight-year period (2002-2010): impact of the introduction of artemisinin combination therapy.,,22462737,dhps 437G,84,84,
740,1,Central African Republic,,4.36667,18.5833,2002,2005,dhfr+dhps 51I-59R-108N-437G-540E,139,26,26,"Amor A, Toro C, FernÃ¡ndez-MartÃ­nez A, Baquero M, Benito A, Berzosa P.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22462737,Molecular markers in plasmodium falciparum linked to resistance to anti-malarial drugs in samples imported from Africa over an eight-year period (2002-2010): impact of the introduction of artemisinin combination therapy.,,22462737,dhfr+dhps 51I-59R-108N-437G-540E,19,19,
740,1,Central African Republic,,4.36667,18.5833,2002,2005,dhfr 108N,139,137,137,"Amor A, Toro C, FernÃ¡ndez-MartÃ­nez A, Baquero M, Benito A, Berzosa P.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22462737,Molecular markers in plasmodium falciparum linked to resistance to anti-malarial drugs in samples imported from Africa over an eight-year period (2002-2010): impact of the introduction of artemisinin combination therapy.,,22462737,dhfr 108N,99,99,
740,1,Central African Republic,,4.36667,18.5833,2002,2005,dhfr 51I-59R-108N,139,126,126,"Amor A, Toro C, FernÃ¡ndez-MartÃ­nez A, Baquero M, Benito A, Berzosa P.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22462737,Molecular markers in plasmodium falciparum linked to resistance to anti-malarial drugs in samples imported from Africa over an eight-year period (2002-2010): impact of the introduction of artemisinin combination therapy.,,22462737,dhfr 51I-59R-108N,91,91,
