country,Region,lat,long,displayName,layerName,layerTitle,year,value,continent,val,tested,prev,title,pubMedId,sid,mutation,site,estLoc,present,authors,PR,Prev_DR,mean_act,du_obs,num_obs,sum_data,drug_1yr_ago,drug_2yr_ago,drug_3yr_ago,drug_4yr_ago,drug_5yr_ago
Cambodia,SEA,10.95,104.43,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,7.0503441384062e-4,Asia,associated with slow clearance,41,21.95% [12.0 - 36.71],Little Polymorphism at the K13 Propeller Locus in Worldwide Plasmodium falciparum Populations Prior to the Introduction of Artemisinin Combination Therapies.,27001814,222,C580Y,Chumkiri,0,9,"Mita T, Culleton R, Takahashi N, Nakamura M, Tsukahara T, Hunja CW, Win ZZ, Htike WW, Marma AS, Dysoley L, Ndounga M, Dzodzomenyo M, Akhwale WS, Kobayashi J, Uemura H, Kaneko A, Hombhanje F, Ferreira MU, Björkman A, Endo H, Ohashi J",7.050344138406217e-4,0.21951219512195125,1.41e-4,1,3,0.010288144,1.885542653484342e-4,1.9806511840773423e-4,1.8379883878939595e-4,1.6002170610491506e-4,1.4100000002842172e-4
Cambodia,SEA,10.95,104.43,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,7.0503441384062e-4,Asia,associated with slow clearance,41,21.95% [12.0 - 36.71],Little Polymorphism at the K13 Propeller Locus in Worldwide Plasmodium falciparum Populations Prior to the Introduction of Artemisinin Combination Therapies.,27001814,222,C580Y,Chumkiri,0,9,"Mita T, Culleton R, Takahashi N, Nakamura M, Tsukahara T, Hunja CW, Win ZZ, Htike WW, Marma AS, Dysoley L, Ndounga M, Dzodzomenyo M, Akhwale WS, Kobayashi J, Uemura H, Kaneko A, Hombhanje F, Ferreira MU, Björkman A, Endo H, Ohashi J",7.050344138406217e-4,0.21951219512195125,1.41e-4,1,3,0.010288144,1.885542653484342e-4,1.9806511840773423e-4,1.8379883878939595e-4,1.6002170610491506e-4,1.4100000002842172e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.08744394779205322,Asia,associated with slow clearance,46,54.35% [40.18 - 67.85],NA,24352242,JFMKA,C580Y,Pailin,0,25,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.08744394779205322,0.5434782608695651,4.1136042750935666e-5,0,3,0.010288144,1.41e-4,1.885542653484342e-4,1.9806511840773423e-4,1.8379883878939595e-4,1.6002170610491506e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.08744394779205322,Asia,associated with slow clearance,46,54.35% [40.18 - 67.85],NA,24352242,JFMKA,C580Y,Pailin,0,25,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.08744394779205322,0.5434782608695651,4.1136042750935666e-5,0,3,0.010288144,1.41e-4,1.885542653484342e-4,1.9806511840773423e-4,1.8379883878939595e-4,1.6002170610491506e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.02323031611740589,Asia,associated with slow clearance,96,41.67% [32.31 - 51.66],NA,24352242,JFMKA,C580Y,Pailin,0,40,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.02323031611740589,0.41666666666666674,0,0,3,0.010288144,0,4.1136042750935666e-5,1.41e-4,1.885542653484342e-4,1.9806511840773423e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.02323031611740589,Asia,associated with slow clearance,96,41.67% [32.31 - 51.66],NA,24352242,JFMKA,C580Y,Pailin,0,40,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.02323031611740589,0.41666666666666674,0,0,3,0.010288144,0,4.1136042750935666e-5,1.41e-4,1.885542653484342e-4,1.9806511840773423e-4
Cambodia,SEA,12.91,102.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.02616186626255512,Asia,associated with slow clearance,59,44.07% [32.15 - 56.71],The spread of artemisinin-resistant Plasmodium falciparum in the Greater Mekong subregion: a molecular epidemiology observational study.,28161569,493,C580Y,Pailin,0,26,"Imwong M, Suwannasin K, Kunasol C, Sutawong K, Mayxay M, Rekol H, Smithuis FM, Hlaing TM, Tun KM, van der Pluijm RW, Tripura R, Miotto O, Menard D, Dhorda M, Day NPJ, White NJ, Dondorp AM",0.02616186626255512,0.44067796610169485,0,0,3,0.010288144,0,4.1136042750935666e-5,1.41e-4,1.885542653484342e-4,1.9806511840773423e-4
Cambodia,SEA,12.91,102.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.02616186626255512,Asia,associated with slow clearance,59,44.07% [32.15 - 56.71],The spread of artemisinin-resistant Plasmodium falciparum in the Greater Mekong subregion: a molecular epidemiology observational study.,28161569,493,C580Y,Pailin,0,26,"Imwong M, Suwannasin K, Kunasol C, Sutawong K, Mayxay M, Rekol H, Smithuis FM, Hlaing TM, Tun KM, van der Pluijm RW, Tripura R, Miotto O, Menard D, Dhorda M, Day NPJ, White NJ, Dondorp AM",0.02616186626255512,0.44067796610169485,0,0,3,0.010288144,0,4.1136042750935666e-5,1.41e-4,1.885542653484342e-4,1.9806511840773423e-4
Cambodia,SEA,12.6,102.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.05046232417225838,Asia,associated with slow clearance,50,62.0% [48.15 - 74.14],NA,25180241,XDSXA,C580Y,Tasanh,0,31,Independent emergence of artemisinin resistance mutations among Plasmodium falciparum in Southeast Asia.,0.05046232417225838,0.62,0,0,3,0.010288144,0,0,4.1136042750935666e-5,1.41e-4,1.885542653484342e-4
Cambodia,SEA,12.6,102.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2009,0.05046232417225838,Asia,associated with slow clearance,50,62.0% [48.15 - 74.14],NA,25180241,XDSXA,C580Y,Tasanh,0,31,Independent emergence of artemisinin resistance mutations among Plasmodium falciparum in Southeast Asia.,0.05046232417225838,0.62,0,0,3,0.010288144,0,0,4.1136042750935666e-5,1.41e-4,1.885542653484342e-4
Cambodia,SEA,12.54,103.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.00965599901974201,Asia,associated with slow clearance,43,41.86% [28.38 - 56.67],NA,24352242,JFMKA,C580Y,Pursat,0,18,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.009655999019742012,0.4186046511627907,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,12.54,103.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.00965599901974201,Asia,associated with slow clearance,43,41.86% [28.38 - 56.67],NA,24352242,JFMKA,C580Y,Pursat,0,18,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.009655999019742012,0.4186046511627907,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.01263312064111232,Asia,associated with slow clearance,39,41.03% [27.08 - 56.58],NA,25180241,XDSXA,C580Y,Pailin,0,16,Independent emergence of artemisinin resistance mutations among Plasmodium falciparum in Southeast Asia.,0.012633120641112328,0.41025641025641024,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.01263312064111232,Asia,associated with slow clearance,66,54.55% [42.62 - 65.98],NA,24352242,JFMKA,C580Y,Pailin,0,36,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.012633120641112328,0.5454545454545454,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.01263312064111232,Asia,associated with slow clearance,39,41.03% [27.08 - 56.58],NA,25180241,XDSXA,C580Y,Pailin,0,16,Independent emergence of artemisinin resistance mutations among Plasmodium falciparum in Southeast Asia.,0.012633120641112328,0.41025641025641024,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.01263312064111232,Asia,associated with slow clearance,66,54.55% [42.62 - 65.98],NA,24352242,JFMKA,C580Y,Pailin,0,36,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.012633120641112328,0.5454545454545454,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,13.8,107.09,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.02318896166980266,Asia,associated with slow clearance,8,25.0% [7.15 - 59.07],NA,24352242,JFMKA,C580Y,Ratanakiri,0,2,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.023188961669802666,0.25,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,13.8,107.09,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.02318896166980266,Asia,associated with slow clearance,8,25.0% [7.15 - 59.07],NA,24352242,JFMKA,C580Y,Ratanakiri,0,2,A molecular marker of artemisinin-resistant Plasmodium falciparum malaria.,0.023188961669802666,0.25,0,0,3,0.010288144,0,0,0,4.1136042750935666e-5,1.41e-4
Cambodia,SEA,10.63,103.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00420567905530333,Asia,associated with slow clearance,5,80.0% [37.55 - 96.38],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,419,C580Y,Kampong Som,0,4,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.004205679055303335,0.8,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,10.63,103.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00420567905530333,Asia,associated with slow clearance,5,80.0% [37.55 - 96.38],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,419,C580Y,Kampong Som,0,4,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.004205679055303335,0.8,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,10.59,104.16,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,5.477441300172e-5,Asia,associated with slow clearance,11,63.64% [35.38 - 84.83],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,418,C580Y,Kampot,0,7,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",5.47744130017235e-5,0.6363636363636364,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,10.59,104.16,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,5.477441300172e-5,Asia,associated with slow clearance,11,63.64% [35.38 - 84.83],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,418,C580Y,Kampot,0,7,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",5.47744130017235e-5,0.6363636363636364,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.53,103.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.01091220881789922,Asia,associated with slow clearance,6,66.67% [30.0 - 90.32],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,421,C580Y,Pursat,0,4,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.010912208817899227,0.6666666666666665,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.53,103.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.01091220881789922,Asia,associated with slow clearance,6,66.67% [30.0 - 90.32],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,421,C580Y,Pursat,0,4,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.010912208817899227,0.6666666666666665,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.54,103.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.01091220881789922,Asia,associated with slow clearance,110,56.36% [47.04 - 65.26],N. Engl. J. Med. 2014 Jul 31;371(5):411-23,25075834,UFYTP,C580Y,Pursat,0,62,Spread of artemisinin resistance in Plasmodium falciparum malaria.,0.010912208817899227,0.5636363636363636,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.54,103.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.01091220881789922,Asia,associated with slow clearance,110,56.36% [47.04 - 65.26],N. Engl. J. Med. 2014 Jul 31;371(5):411-23,25075834,UFYTP,C580Y,Pursat,0,62,Spread of artemisinin resistance in Plasmodium falciparum malaria.,0.010912208817899227,0.5636363636363636,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,13.1,103.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00291785132139921,Asia,associated with slow clearance,7,42.86% [15.82 - 74.95],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,412,C580Y,Battambang,0,3,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.002917851321399212,0.42857142857142855,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,13.1,103.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00291785132139921,Asia,associated with slow clearance,7,42.86% [15.82 - 74.95],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,412,C580Y,Battambang,0,3,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.002917851321399212,0.42857142857142855,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,13.1,103.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00291785132139921,Asia,associated with slow clearance,7,42.86% [15.82 - 74.95],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,412,C580Y,Battambang,0,3,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.002917851321399212,0.42857142857142855,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,13.1,103.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00291785132139921,Asia,associated with slow clearance,7,42.86% [15.82 - 74.95],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,412,C580Y,Battambang,0,3,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.002917851321399212,0.42857142857142855,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00554215908050537,Asia,associated with slow clearance,53,69.81% [56.46 - 80.48],N. Engl. J. Med. 2014 Jul 31;371(5):411-23,25075834,UFYTP,C580Y,Pailin,0,37,Spread of artemisinin resistance in Plasmodium falciparum malaria.,0.005542159080505371,0.6981132075471698,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.86,102.61,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00554215908050537,Asia,associated with slow clearance,53,69.81% [56.46 - 80.48],N. Engl. J. Med. 2014 Jul 31;371(5):411-23,25075834,UFYTP,C580Y,Pailin,0,37,Spread of artemisinin resistance in Plasmodium falciparum malaria.,0.005542159080505371,0.6981132075471698,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.91,102.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00937509164214134,Asia,associated with slow clearance,33,78.79% [62.25 - 89.32],Plasmodium falciparum parasite population structure and gene flow associated to anti-malarial drugs resistance in Cambodia.,27301553,413,C580Y,Pailin,0,26,"Dwivedi A, Khim N, Reynes C, Ravel P, Ma L, Tichit M, Bourchier C, Kim S, Dourng D, Khean C, Chim P, Siv S, Frutos R, Lek D, Mercereau-Puijalon O, Ariey F, Menard D, Cornillot E",0.009375091642141342,0.7878787878787878,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
Cambodia,SEA,12.91,102.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2011,0.00937509164214134,Asia,associated with slow clearance,40,92.5% [80.14 - 97.42],The spread of artemisinin-resistant Plasmodium falciparum in the Greater Mekong subregion: a molecular epidemiology observational study.,28161569,494,C580Y,Pailin,0,37,"Imwong M, Suwannasin K, Kunasol C, Sutawong K, Mayxay M, Rekol H, Smithuis FM, Hlaing TM, Tun KM, van der Pluijm RW, Tripura R, Miotto O, Menard D, Dhorda M, Day NPJ, White NJ, Dondorp AM",0.009375091642141342,0.925,0,0,3,0.010288144,0,0,0,0,4.1136042750935666e-5
